"rollno","name","age","grade","department"
"R73692","Student73692",26,"D","Mech"
"R73693","Student73693",27,"C","Mech"
"R73694","Student73694",30,"C","Mech"
"R73695","Student73695",30,"B","Civil"
"R73696","Student73696",30,"F","Mech"
"R73697","Student73697",26,"A","CS"
"R73698","Student73698",18,"D","IT"
"R73699","Student73699",28,"B","ECE"
"R73700","Student73700",26,"C","Civil"
"R73701","Student73701",18,"C","Civil"
"R73702","Student73702",21,"C","IT"
"R73703","Student73703",25,"D","Mech"
"R73704","Student73704",19,"F","Civil"
"R73705","Student73705",30,"A","CS"
"R73706","Student73706",19,"F","Mech"
"R73707","Student73707",19,"C","CS"
"R73708","Student73708",27,"D","ECE"
"R73709","Student73709",22,"A","Civil"
"R73710","Student73710",26,"D","Civil"
"R73711","Student73711",29,"B","Mech"
"R73712","Student73712",22,"D","ECE"
"R73713","Student73713",21,"B","Civil"
"R73714","Student73714",29,"C","ECE"
"R73715","Student73715",22,"A","IT"
"R73716","Student73716",19,"A","CS"
"R73717","Student73717",26,"D","Civil"
"R73718","Student73718",23,"A","ECE"
"R73719","Student73719",30,"A","CS"
"R73720","Student73720",18,"B","ECE"
"R73721","Student73721",21,"B","Civil"
"R73722","Student73722",18,"B","Mech"
"R73723","Student73723",29,"C","Civil"
"R73724","Student73724",21,"A","IT"
"R73725","Student73725",20,"B","ECE"
"R73726","Student73726",30,"D","CS"
"R73727","Student73727",21,"A","Mech"
"R73728","Student73728",19,"A","Mech"
"R73729","Student73729",22,"F","IT"
"R73730","Student73730",28,"B","Mech"
"R73731","Student73731",30,"D","Civil"
"R73732","Student73732",19,"D","Civil"
"R73733","Student73733",18,"B","Mech"
"R73734","Student73734",19,"B","CS"
"R73735","Student73735",23,"D","IT"
"R73736","Student73736",20,"D","Mech"
"R73737","Student73737",23,"A","Civil"
"R73738","Student73738",20,"B","Civil"
"R73739","Student73739",20,"B","Civil"
"R73740","Student73740",29,"F","Civil"
"R73741","Student73741",18,"B","IT"
"R73742","Student73742",24,"A","Mech"
"R73743","Student73743",26,"A","ECE"
"R73744","Student73744",25,"A","ECE"
"R73745","Student73745",29,"C","Civil"
"R73746","Student73746",18,"F","Civil"
"R73747","Student73747",28,"D","IT"
"R73748","Student73748",21,"B","Civil"
"R73749","Student73749",28,"A","CS"
"R73750","Student73750",18,"C","Mech"
"R73751","Student73751",23,"F","CS"
"R73752","Student73752",26,"D","CS"
"R73753","Student73753",26,"A","CS"
"R73754","Student73754",29,"D","Mech"
"R73755","Student73755",21,"B","ECE"
"R73756","Student73756",25,"F","IT"
"R73757","Student73757",24,"B","ECE"
"R73758","Student73758",19,"D","ECE"
"R73759","Student73759",23,"D","ECE"
"R73760","Student73760",26,"B","ECE"
"R73761","Student73761",18,"F","ECE"
"R73762","Student73762",24,"C","Mech"
"R73763","Student73763",21,"A","Civil"
"R73764","Student73764",19,"C","CS"
"R73765","Student73765",28,"B","Civil"
"R73766","Student73766",21,"D","ECE"
"R73767","Student73767",20,"F","IT"
"R73768","Student73768",30,"C","ECE"
"R73769","Student73769",21,"B","IT"
"R73770","Student73770",22,"D","CS"
"R73771","Student73771",29,"B","ECE"
"R73772","Student73772",28,"C","CS"
"R73773","Student73773",25,"A","ECE"
"R73774","Student73774",30,"C","ECE"
"R73775","Student73775",20,"F","ECE"
"R73776","Student73776",20,"F","CS"
"R73777","Student73777",20,"D","Mech"
"R73778","Student73778",25,"C","CS"
"R73779","Student73779",18,"A","ECE"
"R73780","Student73780",30,"F","IT"
"R73781","Student73781",23,"F","IT"
"R73782","Student73782",22,"A","CS"
"R73783","Student73783",18,"D","IT"
"R73784","Student73784",24,"C","IT"
"R73785","Student73785",30,"F","Civil"
"R73786","Student73786",27,"A","Mech"
"R73787","Student73787",23,"B","CS"
"R73788","Student73788",26,"B","ECE"
"R73789","Student73789",27,"C","ECE"
"R73790","Student73790",29,"C","Civil"
"R73791","Student73791",26,"C","CS"
"R73792","Student73792",29,"A","Civil"
"R73793","Student73793",22,"F","IT"
"R73794","Student73794",30,"D","Mech"
"R73795","Student73795",23,"C","CS"
"R73796","Student73796",29,"F","Civil"
"R73797","Student73797",27,"A","Civil"
"R73798","Student73798",18,"D","ECE"
"R73799","Student73799",19,"A","Civil"
"R73800","Student73800",23,"A","ECE"
"R73801","Student73801",30,"D","CS"
"R73802","Student73802",26,"C","ECE"
"R73803","Student73803",25,"A","ECE"
"R73804","Student73804",24,"D","Civil"
"R73805","Student73805",23,"B","CS"
"R73806","Student73806",22,"F","Civil"
"R73807","Student73807",28,"D","CS"
"R73808","Student73808",18,"B","CS"
"R73809","Student73809",20,"D","Mech"
"R73810","Student73810",25,"C","ECE"
"R73811","Student73811",19,"F","CS"
"R73812","Student73812",24,"C","IT"
"R73813","Student73813",26,"C","Civil"
"R73814","Student73814",27,"A","IT"
"R73815","Student73815",25,"A","ECE"
"R73816","Student73816",21,"F","Civil"
"R73817","Student73817",24,"D","CS"
"R73818","Student73818",20,"D","Mech"
"R73819","Student73819",22,"A","Civil"
"R73820","Student73820",24,"B","Mech"
"R73821","Student73821",27,"F","Civil"
"R73822","Student73822",29,"D","ECE"
"R73823","Student73823",24,"F","ECE"
"R73824","Student73824",25,"C","CS"
"R73825","Student73825",27,"B","Civil"
"R73826","Student73826",20,"D","Mech"
"R73827","Student73827",26,"A","CS"
"R73828","Student73828",25,"F","IT"
"R73829","Student73829",18,"C","CS"
"R73830","Student73830",22,"B","IT"
"R73831","Student73831",26,"C","Mech"
"R73832","Student73832",27,"F","Civil"
"R73833","Student73833",23,"D","CS"
"R73834","Student73834",28,"D","Mech"
"R73835","Student73835",30,"A","Mech"
"R73836","Student73836",18,"C","ECE"
"R73837","Student73837",24,"B","Mech"
"R73838","Student73838",23,"A","Mech"
"R73839","Student73839",18,"C","CS"
"R73840","Student73840",24,"C","Mech"
"R73841","Student73841",21,"F","Mech"
"R73842","Student73842",20,"D","Mech"
"R73843","Student73843",22,"B","Mech"
"R73844","Student73844",25,"F","Civil"
"R73845","Student73845",22,"B","Mech"
"R73846","Student73846",18,"C","Mech"
"R73847","Student73847",23,"C","Mech"
"R73848","Student73848",24,"A","Mech"
"R73849","Student73849",30,"F","ECE"
"R73850","Student73850",28,"D","Civil"
"R73851","Student73851",25,"F","ECE"
"R73852","Student73852",27,"C","IT"
"R73853","Student73853",22,"B","Mech"
"R73854","Student73854",20,"B","CS"
"R73855","Student73855",23,"F","CS"
"R73856","Student73856",25,"C","ECE"
"R73857","Student73857",19,"F","IT"
"R73858","Student73858",19,"F","Mech"
"R73859","Student73859",18,"B","ECE"
"R73860","Student73860",27,"F","Mech"
"R73861","Student73861",24,"A","IT"
"R73862","Student73862",21,"D","IT"
"R73863","Student73863",26,"C","Civil"
"R73864","Student73864",30,"D","ECE"
"R73865","Student73865",18,"C","Civil"
"R73866","Student73866",24,"B","IT"
"R73867","Student73867",23,"A","ECE"
"R73868","Student73868",28,"C","CS"
"R73869","Student73869",22,"C","Mech"
"R73870","Student73870",25,"D","IT"
"R73871","Student73871",20,"D","Civil"
"R73872","Student73872",20,"B","CS"
"R73873","Student73873",20,"B","Mech"
"R73874","Student73874",23,"D","IT"
"R73875","Student73875",19,"A","ECE"
"R73876","Student73876",26,"A","Civil"
"R73877","Student73877",26,"F","Mech"
"R73878","Student73878",29,"D","IT"
"R73879","Student73879",27,"A","Mech"
"R73880","Student73880",20,"C","Mech"
"R73881","Student73881",23,"F","IT"
"R73882","Student73882",19,"A","IT"
"R73883","Student73883",23,"F","Civil"
"R73884","Student73884",19,"B","ECE"
"R73885","Student73885",18,"D","Mech"
"R73886","Student73886",27,"C","Civil"
"R73887","Student73887",28,"D","Civil"
"R73888","Student73888",19,"F","Mech"
"R73889","Student73889",18,"B","Mech"
"R73890","Student73890",23,"C","Mech"
"R73891","Student73891",30,"D","IT"
"R73892","Student73892",23,"A","IT"
"R73893","Student73893",26,"A","CS"
"R73894","Student73894",18,"C","CS"
"R73895","Student73895",27,"F","Civil"
"R73896","Student73896",22,"D","Civil"
"R73897","Student73897",27,"D","IT"
"R73898","Student73898",30,"B","Mech"
"R73899","Student73899",30,"B","ECE"
"R73900","Student73900",26,"F","IT"
"R73901","Student73901",27,"B","ECE"
"R73902","Student73902",27,"B","IT"
"R73903","Student73903",20,"B","Mech"
"R73904","Student73904",21,"B","CS"
"R73905","Student73905",18,"A","IT"
"R73906","Student73906",30,"C","CS"
"R73907","Student73907",28,"C","Civil"
"R73908","Student73908",26,"D","ECE"
"R73909","Student73909",19,"B","CS"
"R73910","Student73910",27,"B","ECE"
"R73911","Student73911",30,"A","IT"
"R73912","Student73912",23,"F","IT"
"R73913","Student73913",29,"B","ECE"
"R73914","Student73914",21,"D","Mech"
"R73915","Student73915",21,"C","Civil"
"R73916","Student73916",23,"B","Civil"
"R73917","Student73917",23,"B","Civil"
"R73918","Student73918",27,"A","Civil"
"R73919","Student73919",18,"D","IT"
"R73920","Student73920",22,"A","Civil"
"R73921","Student73921",28,"D","Mech"
"R73922","Student73922",26,"A","IT"
"R73923","Student73923",21,"D","IT"
"R73924","Student73924",22,"A","Mech"
"R73925","Student73925",23,"B","IT"
"R73926","Student73926",29,"B","IT"
"R73927","Student73927",18,"C","Mech"
"R73928","Student73928",25,"A","Mech"
"R73929","Student73929",21,"B","CS"
"R73930","Student73930",28,"B","IT"
"R73931","Student73931",30,"D","Civil"
"R73932","Student73932",19,"C","Civil"
"R73933","Student73933",25,"B","Mech"
"R73934","Student73934",18,"B","Civil"
"R73935","Student73935",27,"D","CS"
"R73936","Student73936",21,"A","ECE"
"R73937","Student73937",19,"D","CS"
"R73938","Student73938",26,"B","CS"
"R73939","Student73939",26,"F","Civil"
"R73940","Student73940",30,"F","IT"
"R73941","Student73941",23,"A","ECE"
"R73942","Student73942",20,"C","Mech"
"R73943","Student73943",29,"A","ECE"
"R73944","Student73944",19,"C","CS"
"R73945","Student73945",26,"C","CS"
"R73946","Student73946",28,"B","Mech"
"R73947","Student73947",28,"B","IT"
"R73948","Student73948",27,"D","Mech"
"R73949","Student73949",27,"D","Civil"
"R73950","Student73950",26,"F","ECE"
"R73951","Student73951",18,"B","ECE"
"R73952","Student73952",25,"F","ECE"
"R73953","Student73953",28,"F","ECE"
"R73954","Student73954",25,"C","IT"
"R73955","Student73955",27,"D","Civil"
"R73956","Student73956",26,"C","Civil"
"R73957","Student73957",21,"C","Mech"
"R73958","Student73958",28,"F","Mech"
"R73959","Student73959",21,"A","CS"
"R73960","Student73960",26,"C","ECE"
"R73961","Student73961",22,"B","IT"
"R73962","Student73962",27,"F","CS"
"R73963","Student73963",23,"C","IT"
"R73964","Student73964",22,"B","CS"
"R73965","Student73965",18,"A","IT"
"R73966","Student73966",27,"A","Civil"
"R73967","Student73967",25,"C","CS"
"R73968","Student73968",26,"C","Mech"
"R73969","Student73969",25,"C","Civil"
"R73970","Student73970",23,"C","Civil"
"R73971","Student73971",27,"D","Mech"
"R73972","Student73972",24,"B","Mech"
"R73973","Student73973",21,"F","ECE"
"R73974","Student73974",18,"D","CS"
"R73975","Student73975",29,"B","Civil"
"R73976","Student73976",21,"D","CS"
"R73977","Student73977",24,"C","Mech"
"R73978","Student73978",26,"D","ECE"
"R73979","Student73979",20,"C","IT"
"R73980","Student73980",30,"D","IT"
"R73981","Student73981",28,"F","CS"
"R73982","Student73982",26,"A","ECE"
"R73983","Student73983",28,"F","Civil"
"R73984","Student73984",22,"C","ECE"
"R73985","Student73985",23,"F","ECE"
"R73986","Student73986",29,"B","ECE"
"R73987","Student73987",22,"A","Mech"
"R73988","Student73988",30,"F","ECE"
"R73989","Student73989",27,"C","CS"
"R73990","Student73990",28,"A","IT"
"R73991","Student73991",29,"F","ECE"
"R73992","Student73992",23,"D","IT"
"R73993","Student73993",25,"B","ECE"
"R73994","Student73994",19,"B","IT"
"R73995","Student73995",29,"D","CS"
"R73996","Student73996",25,"F","Mech"
"R73997","Student73997",20,"C","IT"
"R73998","Student73998",22,"A","CS"
"R73999","Student73999",23,"A","Civil"
"R74000","Student74000",23,"C","ECE"
"R74001","Student74001",30,"F","Civil"
"R74002","Student74002",21,"D","ECE"
"R74003","Student74003",28,"F","Civil"
"R74004","Student74004",18,"B","Civil"
"R74005","Student74005",25,"C","Civil"
"R74006","Student74006",30,"C","ECE"
"R74007","Student74007",27,"D","CS"
"R74008","Student74008",20,"A","IT"
"R74009","Student74009",24,"C","ECE"
"R74010","Student74010",23,"D","Civil"
"R74011","Student74011",26,"D","Civil"
"R74012","Student74012",19,"D","Civil"
"R74013","Student74013",25,"F","ECE"
"R74014","Student74014",18,"D","Civil"
"R74015","Student74015",20,"F","ECE"
"R74016","Student74016",28,"C","Mech"
"R74017","Student74017",28,"D","IT"
"R74018","Student74018",26,"D","Civil"
"R74019","Student74019",30,"B","ECE"
"R74020","Student74020",26,"A","CS"
"R74021","Student74021",29,"F","Civil"
"R74022","Student74022",23,"C","IT"
"R74023","Student74023",28,"B","IT"
"R74024","Student74024",22,"F","Mech"
"R74025","Student74025",23,"A","Mech"
"R74026","Student74026",25,"A","ECE"
"R74027","Student74027",28,"F","IT"
"R74028","Student74028",18,"A","IT"
"R74029","Student74029",21,"F","ECE"
"R74030","Student74030",27,"D","CS"
"R74031","Student74031",28,"F","ECE"
"R74032","Student74032",28,"D","ECE"
"R74033","Student74033",23,"D","Civil"
"R74034","Student74034",21,"F","Mech"
"R74035","Student74035",29,"D","Mech"
"R74036","Student74036",25,"D","ECE"
"R74037","Student74037",19,"D","Mech"
"R74038","Student74038",24,"F","Civil"
"R74039","Student74039",19,"A","ECE"
"R74040","Student74040",29,"C","CS"
"R74041","Student74041",22,"D","Civil"
"R74042","Student74042",25,"D","ECE"
"R74043","Student74043",28,"D","ECE"
"R74044","Student74044",19,"D","Civil"
"R74045","Student74045",19,"F","CS"
"R74046","Student74046",19,"D","CS"
"R74047","Student74047",24,"A","CS"
"R74048","Student74048",25,"B","Mech"
"R74049","Student74049",21,"B","Mech"
"R74050","Student74050",20,"D","IT"
"R74051","Student74051",25,"F","IT"
"R74052","Student74052",20,"C","Mech"
"R74053","Student74053",19,"A","IT"
"R74054","Student74054",18,"B","IT"
"R74055","Student74055",20,"A","IT"
"R74056","Student74056",26,"A","Mech"
"R74057","Student74057",23,"C","Civil"
"R74058","Student74058",26,"F","CS"
"R74059","Student74059",23,"B","Mech"
"R74060","Student74060",29,"F","Mech"
"R74061","Student74061",28,"B","IT"
"R74062","Student74062",21,"C","CS"
"R74063","Student74063",19,"F","ECE"
"R74064","Student74064",19,"F","Civil"
"R74065","Student74065",22,"B","ECE"
"R74066","Student74066",22,"B","Civil"
"R74067","Student74067",21,"C","ECE"
"R74068","Student74068",25,"B","Mech"
"R74069","Student74069",26,"A","Civil"
"R74070","Student74070",19,"C","CS"
"R74071","Student74071",28,"B","ECE"
"R74072","Student74072",21,"D","IT"
"R74073","Student74073",30,"F","IT"
"R74074","Student74074",18,"D","CS"
"R74075","Student74075",24,"D","IT"
"R74076","Student74076",27,"B","IT"
"R74077","Student74077",25,"A","Mech"
"R74078","Student74078",19,"B","Mech"
"R74079","Student74079",30,"B","Civil"
"R74080","Student74080",22,"A","Civil"
"R74081","Student74081",28,"B","IT"
"R74082","Student74082",24,"D","IT"
"R74083","Student74083",29,"B","Mech"
"R74084","Student74084",21,"F","Civil"
"R74085","Student74085",26,"C","CS"
"R74086","Student74086",29,"D","IT"
"R74087","Student74087",20,"D","CS"
"R74088","Student74088",22,"F","Civil"
"R74089","Student74089",25,"B","ECE"
"R74090","Student74090",24,"D","IT"
"R74091","Student74091",18,"D","ECE"
"R74092","Student74092",25,"B","Mech"
"R74093","Student74093",28,"D","CS"
"R74094","Student74094",25,"B","Mech"
"R74095","Student74095",25,"A","Civil"
"R74096","Student74096",19,"F","Civil"
"R74097","Student74097",27,"C","Civil"
"R74098","Student74098",19,"B","Civil"
"R74099","Student74099",19,"A","ECE"
"R74100","Student74100",18,"F","ECE"
"R74101","Student74101",25,"A","Mech"
"R74102","Student74102",27,"A","ECE"
"R74103","Student74103",27,"C","CS"
"R74104","Student74104",30,"C","Mech"
"R74105","Student74105",19,"D","CS"
"R74106","Student74106",27,"C","ECE"
"R74107","Student74107",18,"F","CS"
"R74108","Student74108",28,"C","ECE"
"R74109","Student74109",20,"D","IT"
"R74110","Student74110",27,"C","CS"
"R74111","Student74111",29,"B","ECE"
"R74112","Student74112",30,"B","CS"
"R74113","Student74113",27,"F","Mech"
"R74114","Student74114",25,"D","Civil"
"R74115","Student74115",23,"A","Mech"
"R74116","Student74116",20,"B","CS"
"R74117","Student74117",27,"B","Mech"
"R74118","Student74118",22,"B","Civil"
"R74119","Student74119",26,"D","ECE"
"R74120","Student74120",28,"F","Civil"
"R74121","Student74121",19,"B","ECE"
"R74122","Student74122",22,"D","Mech"
"R74123","Student74123",26,"C","IT"
"R74124","Student74124",24,"B","Civil"
"R74125","Student74125",22,"D","Mech"
"R74126","Student74126",19,"D","CS"
"R74127","Student74127",25,"A","CS"
"R74128","Student74128",29,"D","Mech"
"R74129","Student74129",28,"C","ECE"
"R74130","Student74130",30,"B","ECE"
"R74131","Student74131",27,"C","Mech"
"R74132","Student74132",22,"C","IT"
"R74133","Student74133",26,"A","Civil"
"R74134","Student74134",23,"C","Civil"
"R74135","Student74135",30,"B","CS"
"R74136","Student74136",19,"B","Civil"
"R74137","Student74137",25,"B","ECE"
"R74138","Student74138",29,"A","Civil"
"R74139","Student74139",19,"B","ECE"
"R74140","Student74140",24,"B","Mech"
"R74141","Student74141",24,"A","CS"
"R74142","Student74142",22,"A","Civil"
"R74143","Student74143",24,"F","ECE"
"R74144","Student74144",29,"D","CS"
"R74145","Student74145",23,"F","IT"
"R74146","Student74146",18,"C","ECE"
"R74147","Student74147",26,"B","Civil"
"R74148","Student74148",18,"B","Civil"
"R74149","Student74149",18,"F","ECE"
"R74150","Student74150",28,"B","CS"
"R74151","Student74151",26,"D","CS"
"R74152","Student74152",30,"D","Civil"
"R74153","Student74153",19,"B","CS"
"R74154","Student74154",25,"C","Mech"
"R74155","Student74155",26,"A","CS"
"R74156","Student74156",19,"D","Mech"
"R74157","Student74157",23,"B","IT"
"R74158","Student74158",25,"F","Mech"
"R74159","Student74159",24,"D","IT"
"R74160","Student74160",21,"B","Civil"
"R74161","Student74161",25,"A","Civil"
"R74162","Student74162",27,"D","Civil"
"R74163","Student74163",21,"C","Civil"
"R74164","Student74164",28,"D","Mech"
"R74165","Student74165",27,"A","Mech"
"R74166","Student74166",23,"D","Mech"
"R74167","Student74167",29,"B","ECE"
"R74168","Student74168",20,"D","CS"
"R74169","Student74169",26,"A","Mech"
"R74170","Student74170",19,"F","ECE"
"R74171","Student74171",26,"F","CS"
"R74172","Student74172",29,"B","IT"
"R74173","Student74173",23,"B","CS"
"R74174","Student74174",26,"F","Civil"
"R74175","Student74175",20,"B","Mech"
"R74176","Student74176",27,"F","IT"
"R74177","Student74177",20,"D","Mech"
"R74178","Student74178",29,"A","CS"
"R74179","Student74179",26,"D","Civil"
"R74180","Student74180",19,"C","ECE"
"R74181","Student74181",25,"C","IT"
"R74182","Student74182",22,"D","Mech"
"R74183","Student74183",23,"D","IT"
"R74184","Student74184",18,"A","Mech"
"R74185","Student74185",27,"A","Civil"
"R74186","Student74186",28,"B","ECE"
"R74187","Student74187",22,"C","Civil"
